panel,task,model_name,model_label,endpoint,contrast,stratum_label,estimate,ci_low,ci_high,unit,p_value,n_pairs,layer,max_layer,relative_layer,target_layer,is_target_layer
a,Value Judgment Task,qwen25_3b,Qwen2.5 3B,Representational Similarity,,,0.7483732503132952,,,Absolute Pearson correlation,,,26.0,35.0,0.7428571428571429,26.0,1.0
a,Value Judgment Task,qwen25_3b,Qwen2.5 3B,Representational Similarity,,,0.3668834933281076,,,Absolute Pearson correlation,,,27.0,35.0,0.7714285714285715,26.0,0.0
a,Value Judgment Task,qwen25_3b,Qwen2.5 3B,Representational Similarity,,,0.4644486205076286,,,Absolute Pearson correlation,,,28.0,35.0,0.8,26.0,0.0
a,Value Judgment Task,qwen25_3b,Qwen2.5 3B,Representational Similarity,,,0.4487186966866602,,,Absolute Pearson correlation,,,29.0,35.0,0.8285714285714286,26.0,0.0
a,Value Judgment Task,qwen25_3b,Qwen2.5 3B,Representational Similarity,,,0.2596106929482335,,,Absolute Pearson correlation,,,30.0,35.0,0.8571428571428571,26.0,0.0
a,Value Judgment Task,qwen25_3b,Qwen2.5 3B,Representational Similarity,,,0.1387370119265397,,,Absolute Pearson correlation,,,31.0,35.0,0.8857142857142857,26.0,0.0
a,Value Judgment Task,qwen25_3b,Qwen2.5 3B,Representational Similarity,,,0.1219500262795578,,,Absolute Pearson correlation,,,32.0,35.0,0.9142857142857144,26.0,0.0
a,Value Judgment Task,qwen25_3b,Qwen2.5 3B,Representational Similarity,,,0.1035568830527854,,,Absolute Pearson correlation,,,33.0,35.0,0.9428571428571428,26.0,0.0
a,Value Judgment Task,qwen25_3b,Qwen2.5 3B,Representational Similarity,,,0.1110496853324225,,,Absolute Pearson correlation,,,34.0,35.0,0.9714285714285714,26.0,0.0
a,Value Judgment Task,qwen25_3b,Qwen2.5 3B,Representational Similarity,,,0.0620231833521726,,,Absolute Pearson correlation,,,35.0,35.0,1.0,26.0,0.0
a,Value Judgment Task,mistral_7b,Mistral-7B v0.3,Representational Similarity,,,0.4019223688393205,,,Absolute Pearson correlation,,,0.0,31.0,0.0,14.0,0.0
a,Value Judgment Task,mistral_7b,Mistral-7B v0.3,Representational Similarity,,,0.508417614072992,,,Absolute Pearson correlation,,,1.0,31.0,0.032258064516129,14.0,0.0
a,Value Judgment Task,mistral_7b,Mistral-7B v0.3,Representational Similarity,,,0.3656164873915648,,,Absolute Pearson correlation,,,2.0,31.0,0.064516129032258,14.0,0.0
a,Value Judgment Task,mistral_7b,Mistral-7B v0.3,Representational Similarity,,,0.6058416895250951,,,Absolute Pearson correlation,,,3.0,31.0,0.0967741935483871,14.0,0.0
a,Value Judgment Task,mistral_7b,Mistral-7B v0.3,Representational Similarity,,,0.4847537625141686,,,Absolute Pearson correlation,,,4.0,31.0,0.1290322580645161,14.0,0.0
a,Value Judgment Task,mistral_7b,Mistral-7B v0.3,Representational Similarity,,,0.4136294082807477,,,Absolute Pearson correlation,,,5.0,31.0,0.1612903225806451,14.0,0.0
a,Value Judgment Task,mistral_7b,Mistral-7B v0.3,Representational Similarity,,,0.4853837046941569,,,Absolute Pearson correlation,,,6.0,31.0,0.1935483870967742,14.0,0.0
a,Value Judgment Task,mistral_7b,Mistral-7B v0.3,Representational Similarity,,,0.3747622950189186,,,Absolute Pearson correlation,,,7.0,31.0,0.2258064516129032,14.0,0.0
a,Value Judgment Task,mistral_7b,Mistral-7B v0.3,Representational Similarity,,,0.047537588756131,,,Absolute Pearson correlation,,,8.0,31.0,0.2580645161290322,14.0,0.0
a,Value Judgment Task,mistral_7b,Mistral-7B v0.3,Representational Similarity,,,0.3123390419031034,,,Absolute Pearson correlation,,,9.0,31.0,0.2903225806451613,14.0,0.0
a,Value Judgment Task,mistral_7b,Mistral-7B v0.3,Representational Similarity,,,0.2867257873744234,,,Absolute Pearson correlation,,,10.0,31.0,0.3225806451612903,14.0,0.0
a,Value Judgment Task,mistral_7b,Mistral-7B v0.3,Representational Similarity,,,0.1499384352047586,,,Absolute Pearson correlation,,,11.0,31.0,0.3548387096774194,14.0,0.0
a,Value Judgment Task,mistral_7b,Mistral-7B v0.3,Representational Similarity,,,0.4817274744447435,,,Absolute Pearson correlation,,,12.0,31.0,0.3870967741935484,14.0,0.0
a,Value Judgment Task,mistral_7b,Mistral-7B v0.3,Representational Similarity,,,0.7021744399131291,,,Absolute Pearson correlation,,,13.0,31.0,0.4193548387096774,14.0,0.0
a,Value Judgment Task,mistral_7b,Mistral-7B v0.3,Representational Similarity,,,0.743323118196634,,,Absolute Pearson correlation,,,14.0,31.0,0.4516129032258064,14.0,1.0
a,Value Judgment Task,mistral_7b,Mistral-7B v0.3,Representational Similarity,,,0.6919737424300186,,,Absolute Pearson correlation,,,15.0,31.0,0.4838709677419355,14.0,0.0
a,Value Judgment Task,mistral_7b,Mistral-7B v0.3,Representational Similarity,,,0.6766710224679904,,,Absolute Pearson correlation,,,16.0,31.0,0.5161290322580645,14.0,0.0
a,Value Judgment Task,mistral_7b,Mistral-7B v0.3,Representational Similarity,,,0.612875306345583,,,Absolute Pearson correlation,,,17.0,31.0,0.5483870967741935,14.0,0.0
a,Value Judgment Task,mistral_7b,Mistral-7B v0.3,Representational Similarity,,,0.5124079089791139,,,Absolute Pearson correlation,,,18.0,31.0,0.5806451612903226,14.0,0.0
a,Value Judgment Task,mistral_7b,Mistral-7B v0.3,Representational Similarity,,,0.3570878250142292,,,Absolute Pearson correlation,,,19.0,31.0,0.6129032258064516,14.0,0.0
a,Value Judgment Task,mistral_7b,Mistral-7B v0.3,Representational Similarity,,,0.3776143660180533,,,Absolute Pearson correlation,,,20.0,31.0,0.6451612903225806,14.0,0.0
a,Value Judgment Task,mistral_7b,Mistral-7B v0.3,Representational Similarity,,,0.3431364902802506,,,Absolute Pearson correlation,,,21.0,31.0,0.6774193548387096,14.0,0.0
a,Value Judgment Task,mistral_7b,Mistral-7B v0.3,Representational Similarity,,,0.3155764331220521,,,Absolute Pearson correlation,,,22.0,31.0,0.7096774193548387,14.0,0.0
a,Value Judgment Task,mistral_7b,Mistral-7B v0.3,Representational Similarity,,,0.2972554119938022,,,Absolute Pearson correlation,,,23.0,31.0,0.7419354838709677,14.0,0.0
a,Value Judgment Task,mistral_7b,Mistral-7B v0.3,Representational Similarity,,,0.2688614691978945,,,Absolute Pearson correlation,,,24.0,31.0,0.7741935483870968,14.0,0.0
a,Value Judgment Task,mistral_7b,Mistral-7B v0.3,Representational Similarity,,,0.2462921891571688,,,Absolute Pearson correlation,,,25.0,31.0,0.8064516129032258,14.0,0.0
a,Value Judgment Task,mistral_7b,Mistral-7B v0.3,Representational Similarity,,,0.2228494457466232,,,Absolute Pearson correlation,,,26.0,31.0,0.8387096774193549,14.0,0.0
a,Value Judgment Task,mistral_7b,Mistral-7B v0.3,Representational Similarity,,,0.2051920927110926,,,Absolute Pearson correlation,,,27.0,31.0,0.8709677419354839,14.0,0.0
a,Value Judgment Task,mistral_7b,Mistral-7B v0.3,Representational Similarity,,,0.1689926947781767,,,Absolute Pearson correlation,,,28.0,31.0,0.9032258064516128,14.0,0.0
a,Value Judgment Task,mistral_7b,Mistral-7B v0.3,Representational Similarity,,,0.1652374379585648,,,Absolute Pearson correlation,,,29.0,31.0,0.935483870967742,14.0,0.0
a,Value Judgment Task,mistral_7b,Mistral-7B v0.3,Representational Similarity,,,0.1205910323325152,,,Absolute Pearson correlation,,,30.0,31.0,0.967741935483871,14.0,0.0
a,Value Judgment Task,mistral_7b,Mistral-7B v0.3,Representational Similarity,,,0.107491123591439,,,Absolute Pearson correlation,,,31.0,31.0,1.0,14.0,0.0
a,Value Judgment Task,qwen25_7b,Qwen2.5 7B,Representational Similarity,,,0.0814539623110149,,,Absolute Pearson correlation,,,0.0,27.0,0.0,18.0,0.0
a,Value Judgment Task,qwen25_7b,Qwen2.5 7B,Representational Similarity,,,0.4411476817781365,,,Absolute Pearson correlation,,,1.0,27.0,0.037037037037037,18.0,0.0
a,Value Judgment Task,qwen25_7b,Qwen2.5 7B,Representational Similarity,,,0.43595560643816,,,Absolute Pearson correlation,,,2.0,27.0,0.074074074074074,18.0,0.0
a,Value Judgment Task,qwen25_7b,Qwen2.5 7B,Representational Similarity,,,0.625689699355493,,,Absolute Pearson correlation,,,3.0,27.0,0.1111111111111111,18.0,0.0
a,Value Judgment Task,qwen25_7b,Qwen2.5 7B,Representational Similarity,,,0.5138596978846204,,,Absolute Pearson correlation,,,4.0,27.0,0.1481481481481481,18.0,0.0
a,Value Judgment Task,qwen25_7b,Qwen2.5 7B,Representational Similarity,,,0.0293769144845626,,,Absolute Pearson correlation,,,5.0,27.0,0.1851851851851851,18.0,0.0
a,Value Judgment Task,qwen25_7b,Qwen2.5 7B,Representational Similarity,,,0.6251382298568252,,,Absolute Pearson correlation,,,6.0,27.0,0.2222222222222222,18.0,0.0
a,Value Judgment Task,qwen25_7b,Qwen2.5 7B,Representational Similarity,,,0.6496419234006658,,,Absolute Pearson correlation,,,7.0,27.0,0.2592592592592592,18.0,0.0
a,Value Judgment Task,qwen25_7b,Qwen2.5 7B,Representational Similarity,,,0.5765254132358661,,,Absolute Pearson correlation,,,8.0,27.0,0.2962962962962963,18.0,0.0
a,Value Judgment Task,qwen25_7b,Qwen2.5 7B,Representational Similarity,,,0.3371701705110872,,,Absolute Pearson correlation,,,9.0,27.0,0.3333333333333333,18.0,0.0
a,Value Judgment Task,qwen25_7b,Qwen2.5 7B,Representational Similarity,,,0.2905010897051386,,,Absolute Pearson correlation,,,10.0,27.0,0.3703703703703703,18.0,0.0
a,Value Judgment Task,qwen25_7b,Qwen2.5 7B,Representational Similarity,,,0.2244874179178196,,,Absolute Pearson correlation,,,11.0,27.0,0.4074074074074074,18.0,0.0
a,Value Judgment Task,qwen25_7b,Qwen2.5 7B,Representational Similarity,,,0.2524612136532222,,,Absolute Pearson correlation,,,12.0,27.0,0.4444444444444444,18.0,0.0
a,Value Judgment Task,qwen25_7b,Qwen2.5 7B,Representational Similarity,,,0.3641281538646758,,,Absolute Pearson correlation,,,13.0,27.0,0.4814814814814814,18.0,0.0
a,Value Judgment Task,qwen25_7b,Qwen2.5 7B,Representational Similarity,,,0.4767902658344846,,,Absolute Pearson correlation,,,14.0,27.0,0.5185185185185185,18.0,0.0
a,Value Judgment Task,qwen25_7b,Qwen2.5 7B,Representational Similarity,,,0.4593792473992947,,,Absolute Pearson correlation,,,15.0,27.0,0.5555555555555556,18.0,0.0
a,Value Judgment Task,qwen25_7b,Qwen2.5 7B,Representational Similarity,,,0.4653337669217466,,,Absolute Pearson correlation,,,16.0,27.0,0.5925925925925926,18.0,0.0
a,Value Judgment Task,qwen25_7b,Qwen2.5 7B,Representational Similarity,,,0.6544252097700543,,,Absolute Pearson correlation,,,17.0,27.0,0.6296296296296297,18.0,0.0
a,Value Judgment Task,qwen25_7b,Qwen2.5 7B,Representational Similarity,,,0.8522162599291383,,,Absolute Pearson correlation,,,18.0,27.0,0.6666666666666666,18.0,1.0
a,Value Judgment Task,qwen25_7b,Qwen2.5 7B,Representational Similarity,,,0.7501373210243889,,,Absolute Pearson correlation,,,19.0,27.0,0.7037037037037037,18.0,0.0
a,Value Judgment Task,qwen25_7b,Qwen2.5 7B,Representational Similarity,,,0.5684599937811163,,,Absolute Pearson correlation,,,20.0,27.0,0.7407407407407407,18.0,0.0
a,Value Judgment Task,qwen25_7b,Qwen2.5 7B,Representational Similarity,,,0.4920219359068302,,,Absolute Pearson correlation,,,21.0,27.0,0.7777777777777778,18.0,0.0
a,Value Judgment Task,qwen25_7b,Qwen2.5 7B,Representational Similarity,,,0.277276585384228,,,Absolute Pearson correlation,,,22.0,27.0,0.8148148148148148,18.0,0.0
a,Value Judgment Task,qwen25_7b,Qwen2.5 7B,Representational Similarity,,,0.2826711045429693,,,Absolute Pearson correlation,,,23.0,27.0,0.8518518518518519,18.0,0.0
a,Value Judgment Task,qwen25_7b,Qwen2.5 7B,Representational Similarity,,,0.2042553211136761,,,Absolute Pearson correlation,,,24.0,27.0,0.8888888888888888,18.0,0.0
a,Value Judgment Task,qwen25_7b,Qwen2.5 7B,Representational Similarity,,,0.154057994390214,,,Absolute Pearson correlation,,,25.0,27.0,0.925925925925926,18.0,0.0
a,Value Judgment Task,qwen25_7b,Qwen2.5 7B,Representational Similarity,,,0.1273997390882695,,,Absolute Pearson correlation,,,26.0,27.0,0.9629629629629628,18.0,0.0
a,Value Judgment Task,qwen25_7b,Qwen2.5 7B,Representational Similarity,,,0.0098645347214406,,,Absolute Pearson correlation,,,27.0,27.0,1.0,18.0,0.0
a,Value Judgment Task,llama3_8b,Llama-3.1 8B,Representational Similarity,,,0.593331257859988,,,Absolute Pearson correlation,,,0.0,31.0,0.0,13.0,0.0
a,Value Judgment Task,llama3_8b,Llama-3.1 8B,Representational Similarity,,,0.7369233585356711,,,Absolute Pearson correlation,,,1.0,31.0,0.032258064516129,13.0,0.0
a,Value Judgment Task,llama3_8b,Llama-3.1 8B,Representational Similarity,,,0.6430885777705058,,,Absolute Pearson correlation,,,2.0,31.0,0.064516129032258,13.0,0.0
a,Value Judgment Task,llama3_8b,Llama-3.1 8B,Representational Similarity,,,0.621421140482999,,,Absolute Pearson correlation,,,3.0,31.0,0.0967741935483871,13.0,0.0
a,Value Judgment Task,llama3_8b,Llama-3.1 8B,Representational Similarity,,,0.6241071629492214,,,Absolute Pearson correlation,,,4.0,31.0,0.1290322580645161,13.0,0.0
a,Value Judgment Task,llama3_8b,Llama-3.1 8B,Representational Similarity,,,0.5376177519087177,,,Absolute Pearson correlation,,,5.0,31.0,0.1612903225806451,13.0,0.0
a,Value Judgment Task,llama3_8b,Llama-3.1 8B,Representational Similarity,,,0.454083967954526,,,Absolute Pearson correlation,,,6.0,31.0,0.1935483870967742,13.0,0.0
a,Value Judgment Task,llama3_8b,Llama-3.1 8B,Representational Similarity,,,0.2369528083077314,,,Absolute Pearson correlation,,,7.0,31.0,0.2258064516129032,13.0,0.0
a,Value Judgment Task,llama3_8b,Llama-3.1 8B,Representational Similarity,,,0.2655467943575296,,,Absolute Pearson correlation,,,8.0,31.0,0.2580645161290322,13.0,0.0
a,Value Judgment Task,llama3_8b,Llama-3.1 8B,Representational Similarity,,,0.1660065347053018,,,Absolute Pearson correlation,,,9.0,31.0,0.2903225806451613,13.0,0.0
a,Value Judgment Task,llama3_8b,Llama-3.1 8B,Representational Similarity,,,0.1485334734925285,,,Absolute Pearson correlation,,,10.0,31.0,0.3225806451612903,13.0,0.0
a,Value Judgment Task,llama3_8b,Llama-3.1 8B,Representational Similarity,,,0.1301285080055985,,,Absolute Pearson correlation,,,11.0,31.0,0.3548387096774194,13.0,0.0
a,Value Judgment Task,llama3_8b,Llama-3.1 8B,Representational Similarity,,,0.5313896298514813,,,Absolute Pearson correlation,,,12.0,31.0,0.3870967741935484,13.0,0.0
a,Value Judgment Task,llama3_8b,Llama-3.1 8B,Representational Similarity,,,0.7551184919569796,,,Absolute Pearson correlation,,,13.0,31.0,0.4193548387096774,13.0,1.0
a,Value Judgment Task,llama3_8b,Llama-3.1 8B,Representational Similarity,,,0.6698157223750519,,,Absolute Pearson correlation,,,14.0,31.0,0.4516129032258064,13.0,0.0
a,Value Judgment Task,llama3_8b,Llama-3.1 8B,Representational Similarity,,,0.6420690500405004,,,Absolute Pearson correlation,,,15.0,31.0,0.4838709677419355,13.0,0.0
a,Value Judgment Task,llama3_8b,Llama-3.1 8B,Representational Similarity,,,0.5956229814036101,,,Absolute Pearson correlation,,,16.0,31.0,0.5161290322580645,13.0,0.0
a,Value Judgment Task,llama3_8b,Llama-3.1 8B,Representational Similarity,,,0.4927494820731089,,,Absolute Pearson correlation,,,17.0,31.0,0.5483870967741935,13.0,0.0
a,Value Judgment Task,llama3_8b,Llama-3.1 8B,Representational Similarity,,,0.3781010689871245,,,Absolute Pearson correlation,,,18.0,31.0,0.5806451612903226,13.0,0.0
a,Value Judgment Task,llama3_8b,Llama-3.1 8B,Representational Similarity,,,0.338467681711632,,,Absolute Pearson correlation,,,19.0,31.0,0.6129032258064516,13.0,0.0
a,Value Judgment Task,llama3_8b,Llama-3.1 8B,Representational Similarity,,,0.3093176248833318,,,Absolute Pearson correlation,,,20.0,31.0,0.6451612903225806,13.0,0.0
a,Value Judgment Task,llama3_8b,Llama-3.1 8B,Representational Similarity,,,0.3126876082211532,,,Absolute Pearson correlation,,,21.0,31.0,0.6774193548387096,13.0,0.0
a,Value Judgment Task,llama3_8b,Llama-3.1 8B,Representational Similarity,,,0.273110782435662,,,Absolute Pearson correlation,,,22.0,31.0,0.7096774193548387,13.0,0.0
a,Value Judgment Task,llama3_8b,Llama-3.1 8B,Representational Similarity,,,0.2453194491922346,,,Absolute Pearson correlation,,,23.0,31.0,0.7419354838709677,13.0,0.0
a,Value Judgment Task,llama3_8b,Llama-3.1 8B,Representational Similarity,,,0.2207070793668291,,,Absolute Pearson correlation,,,24.0,31.0,0.7741935483870968,13.0,0.0
a,Value Judgment Task,llama3_8b,Llama-3.1 8B,Representational Similarity,,,0.2310914333659136,,,Absolute Pearson correlation,,,25.0,31.0,0.8064516129032258,13.0,0.0
a,Value Judgment Task,llama3_8b,Llama-3.1 8B,Representational Similarity,,,0.2187708833448806,,,Absolute Pearson correlation,,,26.0,31.0,0.8387096774193549,13.0,0.0
a,Value Judgment Task,llama3_8b,Llama-3.1 8B,Representational Similarity,,,0.2026536504100181,,,Absolute Pearson correlation,,,27.0,31.0,0.8709677419354839,13.0,0.0
a,Value Judgment Task,llama3_8b,Llama-3.1 8B,Representational Similarity,,,0.1939342515699603,,,Absolute Pearson correlation,,,28.0,31.0,0.9032258064516128,13.0,0.0
a,Value Judgment Task,llama3_8b,Llama-3.1 8B,Representational Similarity,,,0.1612284686570789,,,Absolute Pearson correlation,,,29.0,31.0,0.935483870967742,13.0,0.0
a,Value Judgment Task,llama3_8b,Llama-3.1 8B,Representational Similarity,,,0.1468696079287506,,,Absolute Pearson correlation,,,30.0,31.0,0.967741935483871,13.0,0.0
a,Value Judgment Task,llama3_8b,Llama-3.1 8B,Representational Similarity,,,0.1812945513667377,,,Absolute Pearson correlation,,,31.0,31.0,1.0,13.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.5604623317289062,,,Absolute Pearson correlation,,,0.0,41.0,0.0,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.1751663031505312,,,Absolute Pearson correlation,,,1.0,41.0,0.024390243902439,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.1418510473299149,,,Absolute Pearson correlation,,,2.0,41.0,0.048780487804878,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.1509733036778724,,,Absolute Pearson correlation,,,3.0,41.0,0.073170731707317,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.1146902107912145,,,Absolute Pearson correlation,,,4.0,41.0,0.0975609756097561,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.0188146378105824,,,Absolute Pearson correlation,,,5.0,41.0,0.1219512195121951,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.3947944578840893,,,Absolute Pearson correlation,,,6.0,41.0,0.1463414634146341,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.3688555064403161,,,Absolute Pearson correlation,,,7.0,41.0,0.1707317073170731,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.0119848661822802,,,Absolute Pearson correlation,,,8.0,41.0,0.1951219512195122,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.1595235943147083,,,Absolute Pearson correlation,,,9.0,41.0,0.2195121951219512,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.5253602823640721,,,Absolute Pearson correlation,,,10.0,41.0,0.2439024390243902,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.519681233202785,,,Absolute Pearson correlation,,,11.0,41.0,0.2682926829268293,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.5315513000439173,,,Absolute Pearson correlation,,,12.0,41.0,0.2926829268292683,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.5379239443297761,,,Absolute Pearson correlation,,,13.0,41.0,0.3170731707317073,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.5101835480298478,,,Absolute Pearson correlation,,,14.0,41.0,0.3414634146341463,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.4354500743868178,,,Absolute Pearson correlation,,,15.0,41.0,0.3658536585365853,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.7063047414124816,,,Absolute Pearson correlation,,,16.0,41.0,0.3902439024390244,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.607577265749972,,,Absolute Pearson correlation,,,17.0,41.0,0.4146341463414634,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.3668718050355504,,,Absolute Pearson correlation,,,18.0,41.0,0.4390243902439024,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.4353812218870979,,,Absolute Pearson correlation,,,19.0,41.0,0.4634146341463415,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.5319427084403178,,,Absolute Pearson correlation,,,20.0,41.0,0.4878048780487805,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.6179968951290661,,,Absolute Pearson correlation,,,21.0,41.0,0.5121951219512195,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.7032162903722852,,,Absolute Pearson correlation,,,22.0,41.0,0.5365853658536586,22.0,1.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.5668213713719878,,,Absolute Pearson correlation,,,23.0,41.0,0.5609756097560976,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.5361361406360267,,,Absolute Pearson correlation,,,24.0,41.0,0.5853658536585366,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.5988134507077045,,,Absolute Pearson correlation,,,25.0,41.0,0.6097560975609756,22.0,0.0
a,Value Judgment Task,gemma2_9b,Gemma-2 9B,Representational Similarity,,,0.4911646714371327,,,Absolute Pearson correlation,,,26.0,41.0,0.6341463414634146,22.0,0.0
