series,x,y,ci_low,ci_high,n_pairs,panel,category,n_permutations,p_value,item_id,domain,response,successes,n_items
Positive,21.57402229309082,9.674070208519158,,,,c,,,,Correct,epistemic,,,
Negative,-19.25011444091797,-9.639437983095448,,,,c,,,,Incorrect,epistemic,,,
Positive,17.890674591064453,5.679910252899229,,,,c,,,,True,epistemic,,,
Negative,-21.36040687561035,-14.289082053801442,,,,c,,,,False,epistemic,,,
Positive,20.95580291748047,7.3080023246596335,,,,c,,,,Logical,epistemic,,,
Negative,-18.093914031982422,-12.144056740567184,,,,c,,,,Illogical,epistemic,,,
Positive,18.409374237060547,4.521320332208195,,,,c,,,,Certain,epistemic,,,
Negative,-16.05124855041504,-11.921185325264004,,,,c,,,,Uncertain,epistemic,,,
Positive,19.383502960205078,7.774295902031286,,,,c,,,,Valid,epistemic,,,
Negative,-20.75166130065918,-14.027337311147708,,,,c,,,,Invalid,epistemic,,,
Positive,20.63860511779785,11.86031897537947,,,,c,,,,Accurate,epistemic,,,
Negative,-20.422637939453125,-11.339568797379243,,,,c,,,,Inaccurate,epistemic,,,
Positive,19.056734085083008,11.908866724012974,,,,c,,,,Reliable,epistemic,,,
Negative,-20.188318252563477,-10.55420969336826,,,,c,,,,Unreliable,epistemic,,,
Positive,16.07416534423828,10.74961670820939,,,,c,,,,Authentic,epistemic,,,
Negative,-17.539705276489258,-11.14685436446237,,,,c,,,,Counterfeit,epistemic,,,
Positive,20.923948287963867,10.618902756433013,,,,c,,,,Sensible,epistemic,,,
Negative,-15.680578231811523,-10.01950747064617,,,,c,,,,Nonsensical,epistemic,,,
Positive,15.065305709838867,1.275245235521618,,,,c,,,,Objective,epistemic,,,
Negative,-15.205699920654297,-11.770671237614557,,,,c,,,,Biased,epistemic,,,
Positive,21.0380916595459,10.3588514199973,,,,c,,,,Clear,epistemic,,,
Negative,-15.419964790344238,-11.093919350987461,,,,c,,,,Vague,epistemic,,,
Positive,10.586121559143066,3.9201194135608057,,,,c,,,,Rigorous,epistemic,,,
Negative,-14.720848083496094,-8.675477750575574,,,,c,,,,Careless,epistemic,,,
Positive,18.524513244628906,5.568289210691924,,,,c,,,,Scientific,epistemic,,,
Negative,-11.352577209472656,-8.91479263163362,,,,c,,,,Unscientific,epistemic,,,
Positive,18.87615966796875,9.153865295105962,,,,c,,,,Consistent,epistemic,,,
Negative,-14.39683723449707,-11.580821386169285,,,,c,,,,Contradictory,epistemic,,,
Positive,13.939798355102539,2.8036943770341067,,,,c,,,,Verifiable,epistemic,,,
Negative,-11.573066711425781,-8.888556915464783,,,,c,,,,Unverifiable,epistemic,,,
Positive,-4.48522424697876,-9.566012750701947,,,,c,,,,Predictable,epistemic,,,
Negative,-6.52791166305542,-7.9042476599489495,,,,c,,,,Unpredictable,epistemic,,,
Positive,16.668121337890625,7.323048989180957,,,,c,,,,Lucid,epistemic,,,
Negative,-12.218413352966309,-12.9902404157461,,,,c,,,,Ambiguous,epistemic,,,
Positive,14.305025100708008,2.608548877841513,,,,c,,,,Real,epistemic,,,
Negative,-21.655227661132812,-13.400362522115019,,,,c,,,,Fake,epistemic,,,
Positive,0.36810389161109924,-4.254480116600579,,,,c,,,,Inevitable,epistemic,,,
Negative,0.43742334842681885,-4.463481615375401,,,,c,,,,Accidental,epistemic,,,
Positive,18.643962860107422,9.36089258146194,,,,c,,,,Sound reasoning,epistemic,,,
Negative,-15.66518497467041,-10.049832223482298,,,,c,,,,Fallacious reasoning,epistemic,,,
Positive,20.32908821105957,13.7403863827318,,,,c,,,,Effective,utilitarian,,,
Negative,-19.416501998901367,-8.610377355580903,,,,c,,,,Ineffective,utilitarian,,,
Positive,16.818872451782227,12.665225319523339,,,,c,,,,Beneficial,utilitarian,,,
Negative,-22.60432243347168,-11.066372769860909,,,,c,,,,Harmful,utilitarian,,,
Positive,18.045909881591797,11.725456654039043,,,,c,,,,Gain,utilitarian,,,
Negative,-19.115047454833984,-9.16696221818263,,,,c,,,,Loss,utilitarian,,,
Positive,17.040746688842773,11.055953751636395,,,,c,,,,Advantage,utilitarian,,,
Negative,-16.04581642150879,-7.209563561616711,,,,c,,,,Disadvantage,utilitarian,,,
Positive,17.9873104095459,6.801724015827302,,,,c,,,,Feasible,utilitarian,,,
Negative,-17.57219696044922,-11.699838234756958,,,,c,,,,Infeasible,utilitarian,,,
Positive,19.81472396850586,12.381594126902394,,,,c,,,,Efficient,utilitarian,,,
Negative,-19.868406295776367,-10.383161937893481,,,,c,,,,Inefficient,utilitarian,,,
Positive,20.706363677978516,11.145104326831689,,,,c,,,,Saving,utilitarian,,,
Negative,-17.15175437927246,-9.129087003830966,,,,c,,,,Wasteful,utilitarian,,,
Positive,18.064735412597656,12.554543130910954,,,,c,,,,Convenient,utilitarian,,,
Negative,-16.687517166137695,-6.788316115552359,,,,c,,,,Inconvenient,utilitarian,,,
Positive,19.735008239746094,13.061361862501991,,,,c,,,,Profitable,utilitarian,,,
Negative,-17.297218322753906,-7.513895924535898,,,,c,,,,Unprofitable,utilitarian,,,
Positive,18.88547706604004,13.525178287212368,,,,c,,,,Successful,utilitarian,,,
Negative,-20.215438842773438,-8.537338694402196,,,,c,,,,Unsuccessful,utilitarian,,,
Positive,18.10135841369629,11.480506883210202,,,,c,,,,Durable,utilitarian,,,
Negative,-11.740235328674316,-7.880520850699895,,,,c,,,,Short-lived,utilitarian,,,
Positive,18.96894645690918,11.975339092946449,,,,c,,,,Safe,utilitarian,,,
Negative,-21.65700912475586,-12.220383220075785,,,,c,,,,Dangerous,utilitarian,,,
Positive,18.972715377807617,9.78568291719151,,,,c,,,,Stable,utilitarian,,,
Negative,-19.450443267822266,-11.995898503399374,,,,c,,,,Unstable,utilitarian,,,
Positive,17.980985641479492,9.192110478208324,,,,c,,,,Practical,utilitarian,,,
Negative,-13.809133529663086,-8.49767355988046,,,,c,,,,Impractical,utilitarian,,,
Positive,12.211801528930664,4.3185896521108615,,,,c,,,,Thrifty,utilitarian,,,
Negative,-17.250198364257812,-9.176214563685615,,,,c,,,,Wasteful,utilitarian,,,
Positive,18.839902877807617,9.377674141173074,,,,c,,,,Optimized,utilitarian,,,
Negative,-20.64364242553711,-13.000951649056216,,,,c,,,,Inferior,utilitarian,,,
Positive,18.60640525817871,9.918550401646863,,,,c,,,,Growing,utilitarian,,,
Negative,-19.505788803100586,-10.518123867944048,,,,c,,,,Declining,utilitarian,,,
Positive,17.002668380737305,12.02295452027452,,,,c,,,,Prosperous,utilitarian,,,
Negative,-21.813302993774414,-9.827754904190142,,,,c,,,,Depressed,utilitarian,,,
Positive,19.49671745300293,14.293544081677247,,,,c,,,,Healthy,utilitarian,,,
Negative,-18.711223602294922,-8.732917967398185,,,,c,,,,Unhealthy,utilitarian,,,
Positive,18.42960548400879,11.803749640367071,,,,c,,,,Improving,utilitarian,,,
Negative,-17.567649841308594,-8.004488258073158,,,,c,,,,Deteriorating,utilitarian,,,
Positive,18.25368881225586,8.859461876304826,,,,c,,,,Moral,deontic,,,
Negative,-22.139427185058594,-12.618355549599146,,,,c,,,,Immoral,deontic,,,
Positive,18.44940757751465,8.551864341405409,,,,c,,,,Fair,deontic,,,
Negative,-14.673519134521484,-3.8116025691191844,,,,c,,,,Unfair,deontic,,,
Positive,18.341014862060547,14.538887696979737,,,,c,,,,Good,deontic,,,
Negative,-23.89999771118164,-11.011614272292155,,,,c,,,,Evil,deontic,,,
Positive,16.399307250976562,2.982959071440578,,,,c,,,,Legal,deontic,,,
Negative,-18.329219818115234,-12.001303862540688,,,,c,,,,Illegal,deontic,,,
Positive,20.441999435424805,10.849106579705467,,,,c,,,,Reasonable,deontic,,,
Negative,-19.83186912536621,-11.128888678607488,,,,c,,,,Unreasonable,deontic,,,
Positive,18.9948673248291,11.342323279389003,,,,c,,,,Honest,deontic,,,
Negative,-18.948415756225586,-11.401601812496958,,,,c,,,,Deceptive,deontic,,,
Positive,15.215980529785156,8.431354194016533,,,,c,,,,Righteous,deontic,,,
Negative,-9.450347900390625,-12.640331847482129,,,,c,,,,Wicked,deontic,,,
Positive,16.94835090637207,8.525223475448657,,,,c,,,,Responsible,deontic,,,
Negative,-17.262069702148438,-8.628859042782505,,,,c,,,,Irresponsible,deontic,,,
Positive,20.15799331665039,13.003160819110617,,,,c,,,,Loyal,deontic,,,
Negative,-20.251140594482422,-11.094700173981128,,,,c,,,,Treacherous,deontic,,,
Positive,20.088157653808594,13.943198815382248,,,,c,,,,Respectful,deontic,,,
Negative,-20.641481399536133,-9.60925000959365,,,,c,,,,Insulting,deontic,,,
Positive,19.74991226196289,14.439071929730492,,,,c,,,,Kind,deontic,,,
Negative,-21.841407775878906,-10.000860028385333,,,,c,,,,Cruel,deontic,,,
Positive,18.441621780395508,12.283018047537645,,,,c,,,,Trustworthy,deontic,,,
Negative,-19.513404846191406,-8.698033932495337,,,,c,,,,Untrustworthy,deontic,,,
Positive,15.316766738891602,6.864894968722581,,,,c,,,,Upright,deontic,,,
Negative,-18.89167022705078,-8.820789163910902,,,,c,,,,Dishonorable,deontic,,,
Positive,16.890697479248047,11.8316050696966,,,,c,,,,Honorable,deontic,,,
Negative,-18.214603424072266,-8.072203539441393,,,,c,,,,Shameful,deontic,,,
Positive,18.449565887451172,8.619631047947943,,,,c,,,,Disciplined,deontic,,,
Negative,4.176577568054199,0.9824555010834607,,,,c,,,,Indulgent,deontic,,,
Positive,19.313899993896484,13.664318578634266,,,,c,,,,Sincere,deontic,,,
Negative,-18.979732513427734,-10.596345945360616,,,,c,,,,Insincere,deontic,,,
Positive,18.403974533081055,10.944114569939128,,,,c,,,,Well-intentioned,deontic,,,
Negative,-22.03736686706543,-12.988622535378564,,,,c,,,,Malicious,deontic,,,
Positive,17.35613250732422,10.027946845777809,,,,c,,,,Tolerant,deontic,,,
Negative,-19.857959747314453,-10.415167928442676,,,,c,,,,Harsh,deontic,,,
Positive,15.11696720123291,8.442545383678658,,,,c,,,,Public-minded,deontic,,,
Negative,-11.730387687683105,-7.909808178400365,,,,c,,,,Self-serving,deontic,,,
Positive,11.442030906677246,0.6284207261586505,,,,c,,,,Impartial,deontic,,,
Negative,-15.205699920654297,-11.770671237614557,,,,c,,,,Biased,deontic,,,
Positive,14.459328651428223,7.342003750077967,,,,c,,,,Positive,affective,,,
Negative,-9.665369033813477,-2.462918237460788,,,,c,,,,Negative,affective,,,
Positive,18.524141311645508,13.339571153034628,,,,c,,,,Like,affective,,,
Negative,-17.456205368041992,-5.050669101057173,,,,c,,,,Dislike,affective,,,
Positive,16.923982620239258,10.395348304129513,,,,c,,,,Optimistic,affective,,,
Negative,-21.113452911376953,-11.062206589477196,,,,c,,,,Pessimistic,affective,,,
Positive,20.196168899536133,13.370580958961611,,,,c,,,,Support,affective,,,
Negative,-16.241165161132812,-9.770226107448343,,,,c,,,,Oppose,affective,,,
Positive,15.7072172164917,12.526607079314946,,,,c,,,,Favorable,affective,,,
Negative,-17.807476043701172,-5.393538789007108,,,,c,,,,Unfavorable,affective,,,
Positive,17.739110946655273,13.95211761021315,,,,c,,,,Excited,affective,,,
Negative,-20.545024871826172,-10.998535837971994,,,,c,,,,Bored,affective,,,
Positive,17.623491287231445,13.908827271406341,,,,c,,,,Satisfied,affective,,,
Negative,-17.036836624145508,-5.960645771800547,,,,c,,,,Disappointed,affective,,,
Positive,16.389341354370117,12.717010473181409,,,,c,,,,Enthusiastic,affective,,,
Negative,-18.54621696472168,-13.323460327892636,,,,c,,,,Apathetic,affective,,,
Positive,15.076042175292969,12.532954437952299,,,,c,,,,Happy,affective,,,
Negative,-23.253021240234375,-9.841326443312541,,,,c,,,,Sad,affective,,,
Positive,21.818222045898438,12.911399536372636,,,,c,,,,Content,affective,,,
Negative,-15.778308868408203,-4.862329628317701,,,,c,,,,Discontent,affective,,,
Positive,17.070493698120117,13.610797922613497,,,,c,,,,Love,affective,,,
Negative,-21.28045654296875,-7.923380712564698,,,,c,,,,Hate,affective,,,
Positive,15.784836769104004,12.81494193756452,,,,c,,,,Grateful,affective,,,
Negative,-17.938636779785156,-7.910655700523015,,,,c,,,,Resentful,affective,,,
Positive,16.921876907348633,8.85427932278415,,,,c,,,,Trusting,affective,,,
Negative,-16.997360229492188,-10.251629393349825,,,,c,,,,Suspicious,affective,,,
Positive,18.617721557617188,10.591352291630152,,,,c,,,,Confident,affective,,,
Negative,-19.506479263305664,-10.520031688766547,,,,c,,,,Insecure,affective,,,
Positive,19.445117950439453,8.903892472444602,,,,c,,,,Assured,affective,,,
Negative,-16.393821716308594,-6.832905601504405,,,,c,,,,Uneasy,affective,,,
Positive,14.67273235321045,7.837683005176263,,,,c,,,,Moved,affective,,,
Negative,-13.94241714477539,-12.109679084328128,,,,c,,,,Indifferent,affective,,,
Positive,15.009294509887695,10.98160775349216,,,,c,,,,Relaxed,affective,,,
Negative,-13.234626770019531,-9.442024105416099,,,,c,,,,Tense,affective,,,
Positive,14.881507873535156,5.79187227994204,,,,c,,,,Expectant,affective,,,
Negative,-16.37285614013672,-7.822518373554887,,,,c,,,,Weary,affective,,,
Positive,15.730562210083008,13.522921793048699,,,,c,,,,Joyful,affective,,,
Negative,-21.42572021484375,-10.468901313926473,,,,c,,,,Angry,affective,,,
Positive,16.969396591186523,11.883747638821237,,,,c,,,,Hopeful,affective,,,
Negative,-19.990713119506836,-9.01756054982721,,,,c,,,,Despairing,affective,,,
right,15.289632,9.152647051125196,,,,d,,,,0,,right,,
wrong,-29.631212,-21.45831632065932,,,,d,,,,1,,wrong,,
right,18.517004,11.846384920392577,,,,d,,,,2,,right,,
wrong,-35.449455,-23.765353444295364,,,,d,,,,3,,wrong,,
right,19.567108,12.45567707557105,,,,d,,,,4,,right,,
wrong,-12.346392,-7.721480684814144,,,,d,,,,5,,wrong,,
right,5.231255,2.469117213460487,,,,d,,,,6,,right,,
wrong,-16.195303,-8.959768473184955,,,,d,,,,7,,wrong,,
right,8.855444,6.18983644206257,,,,d,,,,8,,right,,
wrong,-1.4163742,-1.5706868780496035,,,,d,,,,9,,wrong,,
right,12.49969,8.397938615906055,,,,d,,,,10,,right,,
wrong,-19.3508,-11.962925402267444,,,,d,,,,11,,wrong,,
right,10.800583,6.935219412676274,,,,d,,,,12,,right,,
wrong,-4.8688912,-3.029076931172442,,,,d,,,,13,,wrong,,
right,9.411715,5.73244280610384,,,,d,,,,14,,right,,
wrong,-1.1966715,0.0424931248246138,,,,d,,,,15,,right,,
right,9.5272045,4.724572131644097,,,,d,,,,16,,right,,
wrong,-21.031134,-13.487177421796437,,,,d,,,,17,,wrong,,
right,2.1203687,1.5478150857853092,,,,d,,,,18,,right,,
wrong,0.8005421,0.3186119073634882,,,,d,,,,19,,right,,
right,11.49153,7.102350631258054,,,,d,,,,20,,right,,
wrong,-18.06992,-12.20243190220355,,,,d,,,,21,,wrong,,
right,7.235376,4.412730458882956,,,,d,,,,22,,right,,
wrong,-15.119001,-9.117359268218667,,,,d,,,,23,,wrong,,
right,10.801374,7.032735203188376,,,,d,,,,24,,right,,
wrong,-9.183495,-5.595253603609781,,,,d,,,,25,,wrong,,
right,1.9185536,0.9102037045651108,,,,d,,,,26,,right,,
wrong,-9.98938,-5.775728266663056,,,,d,,,,27,,wrong,,
right,11.138536,7.353138880979365,,,,d,,,,28,,right,,
wrong,0.0984281,0.5067066136985523,,,,d,,,,29,,right,,
right,10.0040455,6.214966324050151,,,,d,,,,30,,right,,
wrong,-2.4101942,-1.0858022818928137,,,,d,,,,31,,wrong,,
right,9.200071,5.678607902765362,,,,d,,,,32,,right,,
wrong,-9.55983,-6.538588981576881,,,,d,,,,33,,wrong,,
right,5.485115,2.699552359812261,,,,d,,,,34,,right,,
wrong,-7.670341,-3.106579873445709,,,,d,,,,35,,wrong,,
right,9.094655,5.912885202731496,,,,d,,,,36,,right,,
wrong,0.47974437,0.9555234525969946,,,,d,,,,37,,right,,
right,6.968631,4.076732607531106,,,,d,,,,38,,right,,
wrong,-11.924493,-6.7074802180682855,,,,d,,,,39,,wrong,,
right,6.27676,2.4961515439374957,,,,d,,,,40,,right,,
wrong,-6.8473473,-4.442767182813117,,,,d,,,,41,,wrong,,
right,5.141075,2.5711027620026536,,,,d,,,,42,,right,,
wrong,-1.8005729,-2.720824648345141,,,,d,,,,43,,wrong,,
right,8.622792,5.120876403783117,,,,d,,,,44,,right,,
wrong,-2.34275,-1.327582006395141,,,,d,,,,45,,wrong,,
right,6.8370175,3.555050899493016,,,,d,,,,46,,right,,
wrong,-2.5533564,-2.1523884018405117,,,,d,,,,47,,wrong,,
right,12.50705,8.6363752986762,,,,d,,,,48,,right,,
wrong,-12.135705,-6.423158030375257,,,,d,,,,49,,wrong,,
right,18.947298,12.790642921237128,,,,d,,,,50,,right,,
wrong,-26.35308,-18.70339062072396,,,,d,,,,51,,wrong,,
right,14.060735,9.881079888577103,,,,d,,,,52,,right,,
wrong,-5.8505125,-2.960678798589932,,,,d,,,,53,,wrong,,
right,4.883912,2.8907195040223166,,,,d,,,,54,,right,,
wrong,-6.0451994,-3.767680567990452,,,,d,,,,55,,wrong,,
right,5.5761194,3.7568036047607567,,,,d,,,,56,,right,,
wrong,-13.987383,-7.924001765181565,,,,d,,,,57,,wrong,,
right,3.7708907,2.9939066681534987,,,,d,,,,58,,right,,
wrong,0.80357105,0.304980391694683,,,,d,,,,59,,right,,
right,7.386384,5.126691234722175,,,,d,,,,60,,right,,
wrong,-6.216623,-4.162171771655896,,,,d,,,,61,,wrong,,
right,6.416774,3.9621324634421313,,,,d,,,,62,,right,,
wrong,-3.8690627,-1.8030758226286083,,,,d,,,,63,,wrong,,
right,16.213589,9.76698779870808,,,,d,,,,64,,right,,
wrong,-14.285585,-8.974138996735476,,,,d,,,,65,,wrong,,
right,0.81071377,0.8400790106197669,,,,d,,,,66,,right,,
wrong,-8.13406,-5.702448533520941,,,,d,,,,67,,wrong,,
right,4.242903,2.878039842668761,,,,d,,,,68,,right,,
wrong,-2.6967182,-2.3091445447106427,,,,d,,,,69,,wrong,,
right,8.056341,5.052619475012221,,,,d,,,,70,,right,,
wrong,-17.385195,-10.671378497731055,,,,d,,,,71,,wrong,,
right,-1.3541338,-1.0429612706517035,,,,d,,,,72,,right,,
wrong,-6.0436873,-4.094176330786338,,,,d,,,,73,,wrong,,
right,9.602429,6.019528209774224,,,,d,,,,74,,right,,
wrong,-8.943915,-5.053175518065789,,,,d,,,,75,,wrong,,
right,8.956643,5.671737937713096,,,,d,,,,76,,right,,
wrong,-5.7977715,-2.5939157092188463,,,,d,,,,77,,wrong,,
right,3.281933,1.7495418651707153,,,,d,,,,78,,right,,
wrong,-5.650771,-3.2682613870877453,,,,d,,,,79,,wrong,,
right,8.402702,5.55625066845041,,,,d,,,,80,,right,,
wrong,-1.3370829,-1.2647513201502716,,,,d,,,,81,,wrong,,
right,10.431984,6.970800376382098,,,,d,,,,82,,right,,
wrong,2.5647073,2.053677054970274,,,,d,,,,83,,right,,
right,2.8673887,1.4843386203045068,,,,d,,,,84,,right,,
wrong,-6.5656404,-3.6518980853501457,,,,d,,,,85,,wrong,,
right,5.032384,3.2744784506347004,,,,d,,,,86,,right,,
wrong,-3.1108131,-1.0713291025674008,,,,d,,,,87,,right,,
right,3.960624,1.946034833392796,,,,d,,,,88,,right,,
wrong,-7.6577873,-4.16049357882388,,,,d,,,,89,,wrong,,
right,8.875514,4.567093839552234,,,,d,,,,90,,right,,
wrong,-4.185137,-2.944771099847169,,,,d,,,,91,,wrong,,
right,1.0887499,0.3206412329445732,,,,d,,,,92,,right,,
wrong,2.2928178,1.0572517196469569,,,,d,,,,93,,right,,
right,0.9023788,0.4085662518916911,,,,d,,,,94,,right,,
wrong,-3.545962,-2.6368416576525244,,,,d,,,,95,,wrong,,
right,17.910147,11.704014286422758,,,,d,,,,96,,right,,
wrong,-5.6071663,-1.9037266037456075,,,,d,,,,97,,wrong,,
right,17.705112,11.66112845300137,,,,d,,,,98,,right,,
wrong,-15.250132,-9.923058235056814,,,,d,,,,99,,wrong,,
direct_numeric,-1.0,1.0,0.9750297556319235,1.0000000000000002,,e,,,,,,,150.0,150.0
direct_numeric,-0.8,1.0,0.9750297556319235,1.0000000000000002,,e,,,,,,,150.0,150.0
direct_numeric,-0.6,1.0,0.9750297556319235,1.0000000000000002,,e,,,,,,,150.0,150.0
direct_numeric,-0.4,1.0,0.9750297556319235,1.0000000000000002,,e,,,,,,,150.0,150.0
direct_numeric,-0.2,1.0,0.9750297556319235,1.0000000000000002,,e,,,,,,,150.0,150.0
direct_numeric,0.0,1.0,0.9750297556319235,1.0000000000000002,,e,,,,,,,150.0,150.0
direct_numeric,0.2,1.0,0.9750297556319235,1.0000000000000002,,e,,,,,,,150.0,150.0
direct_numeric,0.4,1.0,0.9750297556319235,1.0000000000000002,,e,,,,,,,150.0,150.0
direct_numeric,0.6,1.0,0.9750297556319235,1.0000000000000002,,e,,,,,,,150.0,150.0
direct_numeric,0.8,0.9933333333333333,0.9632071602251817,0.9988221986649826,,e,,,,,,,149.0,150.0
direct_numeric,1.0,0.9933333333333333,0.9632071602251817,0.9988221986649826,,e,,,,,,,149.0,150.0
