model_name,target_layer,item_id,prompt_id,mode,statement_truth,a,b,correct,incorrect,primary_margin_slope,numeric_correct_margin_slope,assent_margin_slope,verification_correct_margin_slope,candidate_accuracy_slope
qwen25_7b,18,arith_008,arith_008::verification_true,verification_true,True,43,39,82,79,23.30111792412672,,23.30111792412672,23.30111792412672,0.6363636363636365
qwen25_7b,18,arith_009,arith_009::direct_numeric,direct_numeric,,23,32,55,58,1.7272727543657491,1.7272727543657491,,,5.2927805984958746e-17
qwen25_7b,18,arith_009,arith_009::verification_false,verification_false,False,23,32,55,58,22.738498015837234,,22.738498015837234,-22.738498015837234,-0.6363636363636364
qwen25_7b,18,arith_009,arith_009::verification_true,verification_true,True,23,32,55,58,23.510579239238396,,23.510579239238396,23.510579239238396,0.6363636363636365
qwen25_7b,18,arith_010,arith_010::direct_numeric,direct_numeric,,5,43,48,39,1.279829366640613,1.279829366640613,,,5.2927805984958746e-17
qwen25_7b,18,arith_010,arith_010::verification_false,verification_false,False,5,43,48,39,20.988600335337903,,20.988600335337903,-20.988600335337903,-0.5454545454545455
qwen25_7b,18,arith_010,arith_010::verification_true,verification_true,True,5,43,48,39,24.982451119206175,,24.982451119206175,24.982451119206175,0.6818181818181819
qwen25_7b,18,arith_011,arith_011::direct_numeric,direct_numeric,,15,33,48,53,3.134943181818183,3.134943181818183,,,5.2927805984958746e-17
qwen25_7b,18,arith_011,arith_011::verification_false,verification_false,False,15,33,48,53,24.772724893960103,,24.772724893960103,-24.772724893960103,-0.6363636363636364
qwen25_7b,18,arith_011,arith_011::verification_true,verification_true,True,15,33,48,53,22.023912695321172,,22.023912695321172,22.023912695321172,0.6363636363636365
qwen25_7b,18,arith_012,arith_012::direct_numeric,direct_numeric,,39,11,50,51,1.403409090909094,1.403409090909094,,,5.2927805984958746e-17
qwen25_7b,18,arith_012,arith_012::verification_false,verification_false,False,39,11,50,51,22.78959540887313,,22.78959540887313,-22.78959540887313,-0.6363636363636364
qwen25_7b,18,arith_012,arith_012::verification_true,verification_true,True,39,11,50,51,20.238805499943822,,20.238805499943822,20.238805499943822,0.6363636363636365
qwen25_7b,18,arith_013,arith_013::direct_numeric,direct_numeric,,12,47,59,68,-5.315716949376194,-5.315716949376194,,,5.2927805984958746e-17
qwen25_7b,18,arith_013,arith_013::verification_false,verification_false,False,12,47,59,68,21.98845639012077,,21.98845639012077,-21.98845639012077,-0.6363636363636364
qwen25_7b,18,arith_013,arith_013::verification_true,verification_true,True,12,47,59,68,24.380336609753698,,24.380336609753698,24.380336609753698,0.6818181818181819
qwen25_7b,18,arith_014,arith_014::direct_numeric,direct_numeric,,21,11,32,38,1.6079545454545467,1.6079545454545467,,,5.2927805984958746e-17
qwen25_7b,18,arith_014,arith_014::verification_false,verification_false,False,21,11,32,38,19.71581104668704,,19.71581104668704,-19.71581104668704,-0.5454545454545455
qwen25_7b,18,arith_014,arith_014::verification_true,verification_true,True,21,11,32,38,23.681846152652405,,23.681846152652405,23.681846152652405,0.6363636363636365
qwen25_7b,18,arith_015,arith_015::direct_numeric,direct_numeric,,22,29,51,45,0.8351163268089284,0.8351163268089284,,,5.2927805984958746e-17
qwen25_7b,18,arith_015,arith_015::verification_false,verification_false,False,22,29,51,45,24.39790332859214,,24.39790332859214,-24.39790332859214,-0.6818181818181818
qwen25_7b,18,arith_015,arith_015::verification_true,verification_true,True,22,29,51,45,24.290059642358266,,24.290059642358266,24.290059642358266,0.6363636363636365
qwen25_7b,18,arith_016,arith_016::direct_numeric,direct_numeric,,4,29,33,39,2.670454464175485,2.670454464175485,,,5.2927805984958746e-17
qwen25_7b,18,arith_016,arith_016::verification_false,verification_false,False,4,29,33,39,24.12468765540557,,24.12468765540557,-24.12468765540557,-0.6818181818181818
qwen25_7b,18,arith_016,arith_016::verification_true,verification_true,True,4,29,33,39,23.585223154588185,,23.585223154588185,23.585223154588185,0.6818181818181819
qwen25_7b,18,arith_017,arith_017::direct_numeric,direct_numeric,,48,8,56,60,3.386363636363638,3.386363636363638,,,5.2927805984958746e-17
qwen25_7b,18,arith_017,arith_017::verification_false,verification_false,False,48,8,56,60,23.21031439304353,,23.21031439304353,-23.21031439304353,-0.6818181818181818
qwen25_7b,18,arith_017,arith_017::verification_true,verification_true,True,48,8,56,60,23.380536523732278,,23.380536523732278,23.380536523732278,0.6818181818181819
qwen25_7b,18,arith_018,arith_018::direct_numeric,direct_numeric,,31,47,78,77,1.835227272727274,1.835227272727274,,,5.2927805984958746e-17
qwen25_7b,18,arith_018,arith_018::verification_false,verification_false,False,31,47,78,77,23.011362666433516,,23.011362666433516,-23.011362666433516,-0.6363636363636364
qwen25_7b,18,arith_018,arith_018::verification_true,verification_true,True,31,47,78,77,22.903693778948355,,22.903693778948355,22.903693778948355,0.6363636363636365
qwen25_7b,18,arith_019,arith_019::direct_numeric,direct_numeric,,14,17,31,22,1.883522727272727,1.883522727272727,,,5.2927805984958746e-17
qwen25_7b,18,arith_019,arith_019::verification_false,verification_false,False,14,17,31,22,22.52319684353742,,22.52319684353742,-22.52319684353742,-0.6363636363636364
qwen25_7b,18,arith_019,arith_019::verification_true,verification_true,True,14,17,31,22,23.607930161736235,,23.607930161736235,23.607930161736235,0.6363636363636365
qwen25_7b,18,arith_020,arith_020::direct_numeric,direct_numeric,,38,17,55,60,0.7798295454545455,0.7798295454545455,,,5.2927805984958746e-17
qwen25_7b,18,arith_020,arith_020::verification_false,verification_false,False,38,17,55,60,18.851235844872214,,18.851235844872214,-18.851235844872214,-0.5454545454545455
qwen25_7b,18,arith_020,arith_020::verification_true,verification_true,True,38,17,55,60,21.8578630252318,,21.8578630252318,21.8578630252318,0.6363636363636365
qwen25_7b,18,arith_021,arith_021::direct_numeric,direct_numeric,,45,33,78,81,2.6092862215909087,2.6092862215909087,,,5.2927805984958746e-17
qwen25_7b,18,arith_021,arith_021::verification_false,verification_false,False,45,33,78,81,21.272750746120106,,21.272750746120106,-21.272750746120106,-0.5454545454545455
qwen25_7b,18,arith_021,arith_021::verification_true,verification_true,True,45,33,78,81,22.40278484604576,,22.40278484604576,22.40278484604576,0.6363636363636365
qwen25_7b,18,arith_022,arith_022::direct_numeric,direct_numeric,,22,22,44,36,3.913352272727274,3.913352272727274,,,5.2927805984958746e-17
qwen25_7b,18,arith_022,arith_022::verification_false,verification_false,False,22,22,44,36,21.255856557325885,,21.255856557325885,-21.255856557325885,-0.5454545454545455
qwen25_7b,18,arith_022,arith_022::verification_true,verification_true,True,22,22,44,36,17.68707370758057,,17.68707370758057,17.68707370758057,0.5454545454545455
qwen25_7b,18,arith_023,arith_023::direct_numeric,direct_numeric,,23,43,66,75,4.987216635183857,4.987216635183857,,,5.2927805984958746e-17
qwen25_7b,18,arith_023,arith_023::verification_false,verification_false,False,23,43,66,75,22.346676349639896,,22.346676349639896,-22.346676349639896,-0.5454545454545455
qwen25_7b,18,arith_023,arith_023::verification_true,verification_true,True,23,43,66,75,22.65353953296489,,22.65353953296489,22.65353953296489,0.6363636363636365
qwen25_7b,18,arith_024,arith_024::direct_numeric,direct_numeric,,39,22,61,60,1.585227272727276,1.585227272727276,,,5.2927805984958746e-17
qwen25_7b,18,arith_024,arith_024::verification_false,verification_false,False,39,22,61,60,20.13620958544991,,20.13620958544991,-20.13620958544991,-0.5454545454545455
qwen25_7b,18,arith_024,arith_024::verification_true,verification_true,True,39,22,61,60,22.437209503217176,,22.437209503217176,22.437209503217176,0.6363636363636365
qwen25_7b,18,arith_025,arith_025::direct_numeric,direct_numeric,,43,12,55,62,0.5539795647967928,0.5539795647967928,,,5.2927805984958746e-17
qwen25_7b,18,arith_025,arith_025::verification_false,verification_false,False,43,12,55,62,24.26703551140699,,24.26703551140699,-24.26703551140699,-0.6363636363636364
qwen25_7b,18,arith_025,arith_025::verification_true,verification_true,True,43,12,55,62,20.267015793106776,,20.267015793106776,20.267015793106776,0.5454545454545455
qwen25_7b,18,arith_026,arith_026::direct_numeric,direct_numeric,,9,16,25,29,1.9204545454545474,1.9204545454545474,,,5.2927805984958746e-17
qwen25_7b,18,arith_026,arith_026::verification_false,verification_false,False,9,16,25,29,22.999819040298465,,22.999819040298465,-22.999819040298465,-0.6363636363636364
qwen25_7b,18,arith_026,arith_026::verification_true,verification_true,True,9,16,25,29,21.77242004329509,,21.77242004329509,21.77242004329509,0.6818181818181819
qwen25_7b,18,arith_027,arith_027::direct_numeric,direct_numeric,,12,36,48,40,0.00568181818181681,0.00568181818181681,,,5.2927805984958746e-17
qwen25_7b,18,arith_027,arith_027::verification_false,verification_false,False,12,36,48,40,23.79546400091866,,23.79546400091866,-23.79546400091866,-0.6363636363636364
qwen25_7b,18,arith_027,arith_027::verification_true,verification_true,True,12,36,48,40,22.76141910661351,,22.76141910661351,22.76141910661351,0.6363636363636365
qwen25_7b,18,arith_028,arith_028::direct_numeric,direct_numeric,,5,42,47,51,1.0127811865373089,1.0127811865373089,,,5.2927805984958746e-17
qwen25_7b,18,arith_028,arith_028::verification_false,verification_false,False,5,42,47,51,24.193127594210896,,24.193127594210896,-24.193127594210896,-0.6818181818181818
qwen25_7b,18,arith_028,arith_028::verification_true,verification_true,True,5,42,47,51,23.039767422459352,,23.039767422459352,23.039767422459352,0.6818181818181819
qwen25_7b,18,arith_029,arith_029::direct_numeric,direct_numeric,,48,3,51,54,1.2613636363636347,1.2613636363636347,,,5.2927805984958746e-17
qwen25_7b,18,arith_029,arith_029::verification_false,verification_false,False,48,3,51,54,18.70385013385253,,18.70385013385253,-18.70385013385253,-0.5454545454545455
qwen25_7b,18,arith_029,arith_029::verification_true,verification_true,True,48,3,51,54,24.80104618180882,,24.80104618180882,24.80104618180882,0.6818181818181819
qwen25_7b,18,arith_030,arith_030::direct_numeric,direct_numeric,,42,14,56,51,1.5340909090909096,1.5340909090909096,,,5.2927805984958746e-17
qwen25_7b,18,arith_030,arith_030::verification_false,verification_false,False,42,14,56,51,23.70453269915148,,23.70453269915148,-23.70453269915148,-0.6363636363636364
qwen25_7b,18,arith_030,arith_030::verification_true,verification_true,True,42,14,56,51,23.13066110827707,,23.13066110827707,23.13066110827707,0.6818181818181819
qwen25_7b,18,arith_031,arith_031::direct_numeric,direct_numeric,,23,8,31,29,1.7918631596998746,1.7918631596998746,,,5.2927805984958746e-17
qwen25_7b,18,arith_031,arith_031::verification_false,verification_false,False,23,8,31,29,23.71588248014451,,23.71588248014451,-23.71588248014451,-0.6818181818181818
qwen25_7b,18,arith_031,arith_031::verification_true,verification_true,True,23,8,31,29,21.943000912666324,,21.943000912666324,21.943000912666324,0.6363636363636365
qwen25_7b,18,arith_032,arith_032::direct_numeric,direct_numeric,,42,3,45,41,1.8693181276321396,1.8693181276321396,,,5.2927805984958746e-17
qwen25_7b,18,arith_032,arith_032::verification_false,verification_false,False,42,3,45,41,19.703826839273635,,19.703826839273635,-19.703826839273635,-0.5454545454545455
qwen25_7b,18,arith_032,arith_032::verification_true,verification_true,True,42,3,45,41,24.58483475446702,,24.58483475446702,24.58483475446702,0.6818181818181819
qwen25_7b,18,arith_033,arith_033::direct_numeric,direct_numeric,,22,37,59,62,-0.6377840150486325,-0.6377840150486325,,,5.2927805984958746e-17
qwen25_7b,18,arith_033,arith_033::verification_false,verification_false,False,22,37,59,62,24.193192904645755,,24.193192904645755,-24.193192904645755,-0.6363636363636364
qwen25_7b,18,arith_033,arith_033::verification_true,verification_true,True,22,37,59,62,23.880679824135527,,23.880679824135527,23.880679824135527,0.6363636363636365
qwen25_7b,18,arith_034,arith_034::direct_numeric,direct_numeric,,9,40,49,56,-0.07386779785155946,-0.07386779785155946,,,5.2927805984958746e-17
qwen25_7b,18,arith_034,arith_034::verification_false,verification_false,False,9,40,49,56,20.017077359286223,,20.017077359286223,-20.017077359286223,-0.5454545454545455
qwen25_7b,18,arith_034,arith_034::verification_true,verification_true,True,9,40,49,56,23.892385601997386,,23.892385601997386,23.892385601997386,0.6363636363636365
qwen25_7b,18,arith_035,arith_035::direct_numeric,direct_numeric,,44,3,47,43,1.9545424743132176,1.9545424743132176,,,5.2927805984958746e-17
qwen25_7b,18,arith_035,arith_035::verification_false,verification_false,False,44,3,47,43,20.033530191941697,,20.033530191941697,-20.033530191941697,-0.5454545454545455
qwen25_7b,18,arith_035,arith_035::verification_true,verification_true,True,44,3,47,43,24.914718405766934,,24.914718405766934,24.914718405766934,0.6818181818181819
qwen25_7b,18,arith_036,arith_036::direct_numeric,direct_numeric,,35,3,38,36,0.8352272727272726,0.8352272727272726,,,5.2927805984958746e-17
qwen25_7b,18,arith_036,arith_036::verification_false,verification_false,False,35,3,38,36,21.886544400995437,,21.886544400995437,-21.886544400995437,-0.6363636363636366
qwen25_7b,18,arith_036,arith_036::verification_true,verification_true,True,35,3,38,36,23.988609904592693,,23.988609904592693,23.988609904592693,0.6818181818181819
qwen25_7b,18,arith_037,arith_037::direct_numeric,direct_numeric,,35,38,73,74,2.6761363636363655,2.6761363636363655,,,5.2927805984958746e-17
qwen25_7b,18,arith_037,arith_037::verification_false,verification_false,False,35,38,73,74,22.420451391826983,,22.420451391826983,-22.420451391826983,-0.6363636363636364
qwen25_7b,18,arith_037,arith_037::verification_true,verification_true,True,35,38,73,74,21.62371201406826,,21.62371201406826,21.62371201406826,0.6363636363636365
qwen25_7b,18,arith_038,arith_038::direct_numeric,direct_numeric,,28,43,71,79,1.6363636363636376,1.6363636363636376,,,5.2927805984958746e-17
qwen25_7b,18,arith_038,arith_038::verification_false,verification_false,False,28,43,71,79,23.107777026566602,,23.107777026566602,-23.107777026566602,-0.6363636363636364
qwen25_7b,18,arith_038,arith_038::verification_true,verification_true,True,28,43,71,79,23.778063595294967,,23.778063595294967,23.778063595294967,0.6818181818181819
qwen25_7b,18,arith_039,arith_039::direct_numeric,direct_numeric,,7,27,34,40,2.721590936183931,2.721590936183931,,,5.2927805984958746e-17
qwen25_7b,18,arith_039,arith_039::verification_false,verification_false,False,7,27,34,40,22.152119804512374,,22.152119804512374,-22.152119804512374,-0.6363636363636364
qwen25_7b,18,arith_039,arith_039::verification_true,verification_true,True,7,27,34,40,24.255675039508134,,24.255675039508134,24.255675039508134,0.6818181818181819
qwen25_7b,18,arith_040,arith_040::direct_numeric,direct_numeric,,6,9,15,13,-0.6420454545454536,-0.6420454545454536,,,5.2927805984958746e-17
qwen25_7b,18,arith_040,arith_040::verification_false,verification_false,False,6,9,15,13,24.050823823972188,,24.050823823972188,-24.050823823972188,-0.6818181818181818
qwen25_7b,18,arith_040,arith_040::verification_true,verification_true,True,6,9,15,13,23.272659128362488,,23.272659128362488,23.272659128362488,0.6363636363636365
qwen25_7b,18,arith_041,arith_041::direct_numeric,direct_numeric,,36,46,82,90,4.323850382458081,4.323850382458081,,,5.2927805984958746e-17
qwen25_7b,18,arith_041,arith_041::verification_false,verification_false,False,36,46,82,90,18.29921337691221,,18.29921337691221,-18.29921337691221,-0.5454545454545455
qwen25_7b,18,arith_041,arith_041::verification_true,verification_true,True,36,46,82,90,23.267330126328904,,23.267330126328904,23.267330126328904,0.6363636363636365
qwen25_7b,18,arith_042,arith_042::direct_numeric,direct_numeric,,16,5,21,29,0.4090909090909119,0.4090909090909119,,,5.2927805984958746e-17
qwen25_7b,18,arith_042,arith_042::verification_false,verification_false,False,16,5,21,29,20.75565637241711,,20.75565637241711,-20.75565637241711,-0.5454545454545455
qwen25_7b,18,arith_042,arith_042::verification_true,verification_true,True,16,5,21,29,24.443002641201033,,24.443002641201033,24.443002641201033,0.6363636363636365
qwen25_7b,18,arith_043,arith_043::direct_numeric,direct_numeric,,10,25,35,30,-1.8238636634566585,-1.8238636634566585,,,5.2927805984958746e-17
qwen25_7b,18,arith_043,arith_043::verification_false,verification_false,False,10,25,35,30,22.238986134529114,,22.238986134529114,-22.238986134529114,-0.6363636363636364
qwen25_7b,18,arith_043,arith_043::verification_true,verification_true,True,10,25,35,30,22.409087983044714,,22.409087983044714,22.409087983044714,0.5454545454545455
qwen25_7b,18,arith_044,arith_044::direct_numeric,direct_numeric,,27,19,46,45,3.017045454545455,3.017045454545455,,,5.2927805984958746e-17
qwen25_7b,18,arith_044,arith_044::verification_false,verification_false,False,27,19,46,45,22.051088067618284,,22.051088067618284,-22.051088067618284,-0.5454545454545455
qwen25_7b,18,arith_044,arith_044::verification_true,verification_true,True,27,19,46,45,22.76687082919208,,22.76687082919208,22.76687082919208,0.6363636363636365
qwen25_7b,18,arith_045,arith_045::direct_numeric,direct_numeric,,30,3,33,29,-2.2185724431818223,-2.2185724431818223,,,5.2927805984958746e-17
qwen25_7b,18,arith_045,arith_045::verification_false,verification_false,False,30,3,33,29,16.761391450058333,,16.761391450058333,-16.761391450058333,-0.4090909090909093
qwen25_7b,18,arith_045,arith_045::verification_true,verification_true,True,30,3,33,29,23.84059682217512,,23.84059682217512,23.84059682217512,0.6818181818181819
qwen25_7b,18,arith_046,arith_046::direct_numeric,direct_numeric,,23,7,30,35,3.0113636363636376,3.0113636363636376,,,5.2927805984958746e-17
qwen25_7b,18,arith_046,arith_046::verification_false,verification_false,False,23,7,30,35,19.931720229712404,,19.931720229712404,-19.931720229712404,-0.5454545454545455
qwen25_7b,18,arith_046,arith_046::verification_true,verification_true,True,23,7,30,35,19.977115907452326,,19.977115907452326,19.977115907452326,0.5454545454545455
qwen25_7b,18,arith_047,arith_047::direct_numeric,direct_numeric,,4,7,11,12,0.028409090909092514,0.028409090909092514,,,5.2927805984958746e-17
qwen25_7b,18,arith_047,arith_047::verification_false,verification_false,False,4,7,11,12,21.78409540111369,,21.78409540111369,-21.78409540111369,-0.5454545454545455
qwen25_7b,18,arith_047,arith_047::verification_true,verification_true,True,4,7,11,12,23.84689728238367,,23.84689728238367,23.84689728238367,0.6363636363636365
qwen25_7b,18,arith_048,arith_048::direct_numeric,direct_numeric,,8,32,40,36,0.3409063816070576,0.3409063816070576,,,5.2927805984958746e-17
qwen25_7b,18,arith_048,arith_048::verification_false,verification_false,False,8,32,40,36,25.210222704844053,,25.210222704844053,-25.210222704844053,-0.6818181818181818
qwen25_7b,18,arith_048,arith_048::verification_true,verification_true,True,8,32,40,36,24.06817975911228,,24.06817975911228,24.06817975911228,0.6818181818181819
qwen25_7b,18,arith_049,arith_049::direct_numeric,direct_numeric,,21,21,42,45,1.9829545725475664,1.9829545725475664,,,5.2927805984958746e-17
qwen25_7b,18,arith_049,arith_049::verification_false,verification_false,False,21,21,42,45,21.55695104057139,,21.55695104057139,-21.55695104057139,-0.5454545454545455
qwen25_7b,18,arith_049,arith_049::verification_true,verification_true,True,21,21,42,45,23.568357516418807,,23.568357516418807,23.568357516418807,0.6818181818181819
qwen25_7b,18,arith_050,arith_050::direct_numeric,direct_numeric,,2,31,33,42,1.2158811417492952,1.2158811417492952,,,5.2927805984958746e-17
qwen25_7b,18,arith_050,arith_050::verification_false,verification_false,False,2,31,33,42,22.51148677414114,,22.51148677414114,-22.51148677414114,-0.6363636363636364
qwen25_7b,18,arith_050,arith_050::verification_true,verification_true,True,2,31,33,42,23.982808790423654,,23.982808790423654,23.982808790423654,0.6818181818181819
qwen25_7b,18,arith_051,arith_051::direct_numeric,direct_numeric,,41,24,65,58,3.06818184527484,3.06818184527484,,,5.2927805984958746e-17
qwen25_7b,18,arith_051,arith_051::verification_false,verification_false,False,41,24,65,58,22.80120151693171,,22.80120151693171,-22.80120151693171,-0.6818181818181818
qwen25_7b,18,arith_051,arith_051::verification_true,verification_true,True,41,24,65,58,21.875324677337304,,21.875324677337304,21.875324677337304,0.6363636363636365
qwen25_7b,18,arith_052,arith_052::direct_numeric,direct_numeric,,35,48,83,89,3.1647727272727284,3.1647727272727284,,,5.2927805984958746e-17
qwen25_7b,18,arith_052,arith_052::verification_false,verification_false,False,35,48,83,89,22.2387010996992,,22.2387010996992,-22.2387010996992,-0.6818181818181818
qwen25_7b,18,arith_052,arith_052::verification_true,verification_true,True,35,48,83,89,22.380392204631463,,22.380392204631463,22.380392204631463,0.6363636363636365
qwen25_7b,18,arith_053,arith_053::direct_numeric,direct_numeric,,5,25,30,22,3.116477381099356,3.116477381099356,,,5.2927805984958746e-17
qwen25_7b,18,arith_053,arith_053::verification_false,verification_false,False,5,25,30,22,22.221811868927695,,22.221811868927695,-22.221811868927695,-0.5454545454545455
qwen25_7b,18,arith_053,arith_053::verification_true,verification_true,True,5,25,30,22,22.237990108403295,,22.237990108403295,22.237990108403295,0.6818181818181819
qwen25_7b,18,arith_054,arith_054::direct_numeric,direct_numeric,,8,34,42,49,3.1306818181818175,3.1306818181818175,,,5.2927805984958746e-17
qwen25_7b,18,arith_054,arith_054::verification_false,verification_false,False,8,34,42,49,25.15341892567549,,25.15341892567549,-25.15341892567549,-0.6363636363636364
qwen25_7b,18,arith_054,arith_054::verification_true,verification_true,True,8,34,42,49,25.40347414666957,,25.40347414666957,25.40347414666957,0.6818181818181819
qwen25_7b,18,arith_055,arith_055::direct_numeric,direct_numeric,,19,24,43,51,0.6036931818181821,0.6036931818181821,,,5.2927805984958746e-17
qwen25_7b,18,arith_055,arith_055::verification_false,verification_false,False,19,24,43,51,20.556822950189773,,20.556822950189773,-20.556822950189773,-0.5454545454545455
qwen25_7b,18,arith_055,arith_055::verification_true,verification_true,True,19,24,43,51,21.625174587423157,,21.625174587423157,21.625174587423157,0.5454545454545455
qwen25_7b,18,arith_056,arith_056::direct_numeric,direct_numeric,,37,4,41,43,-0.7443181818181765,-0.7443181818181765,,,5.2927805984958746e-17
qwen25_7b,18,arith_056,arith_056::verification_false,verification_false,False,37,4,41,43,21.358729514208708,,21.358729514208708,-21.358729514208708,-0.5454545454545455
qwen25_7b,18,arith_056,arith_056::verification_true,verification_true,True,37,4,41,43,23.795408525250185,,23.795408525250185,23.795408525250185,0.6818181818181819
qwen25_7b,18,arith_057,arith_057::direct_numeric,direct_numeric,,7,16,23,20,-0.36363636363636387,-0.36363636363636387,,,5.2927805984958746e-17
qwen25_7b,18,arith_057,arith_057::verification_false,verification_false,False,7,16,23,20,22.011427489194006,,22.011427489194006,-22.011427489194006,-0.6818181818181818
qwen25_7b,18,arith_057,arith_057::verification_true,verification_true,True,7,16,23,20,23.102267173203565,,23.102267173203565,23.102267173203565,0.6818181818181819
qwen25_7b,18,arith_058,arith_058::direct_numeric,direct_numeric,,8,13,21,26,2.380681818181819,2.380681818181819,,,5.2927805984958746e-17
qwen25_7b,18,arith_058,arith_058::verification_false,verification_false,False,8,13,21,26,21.454628256234265,,21.454628256234265,-21.454628256234265,-0.5454545454545455
qwen25_7b,18,arith_058,arith_058::verification_true,verification_true,True,8,13,21,26,22.89139970866117,,22.89139970866117,22.89139970866117,0.6818181818181819
qwen25_7b,18,arith_059,arith_059::direct_numeric,direct_numeric,,16,3,19,25,3.578038735823199,3.578038735823199,,,5.2927805984958746e-17
qwen25_7b,18,arith_059,arith_059::verification_false,verification_false,False,16,3,19,25,21.471586568789053,,21.471586568789053,-21.471586568789053,-0.5454545454545455
qwen25_7b,18,arith_059,arith_059::verification_true,verification_true,True,16,3,19,25,24.670452995733786,,24.670452995733786,24.670452995733786,0.6818181818181819
qwen25_7b,18,arith_060,arith_060::direct_numeric,direct_numeric,,18,8,26,18,-0.4865747690200816,-0.4865747690200816,,,5.2927805984958746e-17
qwen25_7b,18,arith_060,arith_060::verification_false,verification_false,False,18,8,26,18,21.64767768708143,,21.64767768708143,-21.64767768708143,-0.5454545454545455
qwen25_7b,18,arith_060,arith_060::verification_true,verification_true,True,18,8,26,18,22.886334402994684,,22.886334402994684,22.886334402994684,0.6363636363636365
qwen25_7b,18,arith_061,arith_061::direct_numeric,direct_numeric,,25,3,28,24,0.5000000000000046,0.5000000000000046,,,5.2927805984958746e-17
