"model_name","score_mode","component","pair_class","valence_status","opposition_status","mean_abs_slope","ci_low","ci_high","n_pairs"
"llama3_8b","first_token","semantic","neutral_opposite","neutral","opposite",0.47561434600023,0.330373418571024,0.647353573093655,24
"mistral_7b","first_token","semantic","neutral_opposite","neutral","opposite",0.937709092233422,0.698792003257426,1.18627374112095,24
"qwen25_14b","first_token","semantic","neutral_opposite","neutral","opposite",2.72267315210709,2.01828871743566,3.46463677238441,24
"qwen25_32b","first_token","semantic","neutral_opposite","neutral","opposite",3.11458895587086,2.19170397414833,4.09988100808383,24
"qwen25_3b","first_token","semantic","neutral_opposite","neutral","opposite",2.01771132476392,1.5832341010599,2.4526105972442,24
"qwen25_72b","first_token","semantic","neutral_opposite","neutral","opposite",1.54827330231871,1.10723139532098,2.11501462334021,24
"qwen25_7b","first_token","semantic","neutral_opposite","neutral","opposite",1.91668164430944,1.24906411511574,2.70863605311842,24
"gemma2_9b","sequence","semantic","neutral_opposite","neutral","opposite",0.671558405552442,0.466259502131653,0.885261487713973,24
"llama3_8b","sequence","semantic","neutral_opposite","neutral","opposite",0.476168973765645,0.329626554954315,0.642281965205861,24
"mistral_7b","sequence","semantic","neutral_opposite","neutral","opposite",0.939233727747591,0.704816548796548,1.18119458406756,24
"qwen25_14b","sequence","semantic","neutral_opposite","neutral","opposite",2.72633878056582,2.02771582272382,3.4648933206914,24
"qwen25_32b","sequence","semantic","neutral_opposite","neutral","opposite",3.11398370414699,2.18414739462578,4.07223783434447,24
"qwen25_3b","sequence","semantic","neutral_opposite","neutral","opposite",2.01818067234087,1.58365774763711,2.45107335892537,24
"qwen25_72b","sequence","semantic","neutral_opposite","neutral","opposite",1.55195393187031,1.08663131772707,2.11345589562205,24
"qwen25_7b","sequence","semantic","neutral_opposite","neutral","opposite",1.91628423279522,1.27194177590247,2.70136375335004,24
"gemma2_9b","first_token","position","valenced_nonopposite","valenced","nonopposite",1.13375964079638,1.03417737240895,1.24004209727308,80
"llama3_8b","first_token","position","valenced_nonopposite","valenced","nonopposite",0.851238112240737,0.765035967518657,0.937823203238011,79
"mistral_7b","first_token","position","valenced_nonopposite","valenced","nonopposite",1.57641622359319,1.3387046033923,1.83512984423939,80
"qwen25_14b","first_token","position","valenced_nonopposite","valenced","nonopposite",1.36744514247252,1.13291201323922,1.59818391946982,79
"qwen25_32b","first_token","position","valenced_nonopposite","valenced","nonopposite",1.11558760335219,0.928383733917081,1.30865961982984,79
"qwen25_3b","first_token","position","valenced_nonopposite","valenced","nonopposite",3.89979181620761,3.54037868416188,4.26008740203078,79
"qwen25_72b","first_token","position","valenced_nonopposite","valenced","nonopposite",1.7775530265256,1.6221882827014,1.93842002885769,79
"qwen25_7b","first_token","position","valenced_nonopposite","valenced","nonopposite",2.54302481931514,2.26189164869188,2.82943821352355,79
"gemma2_9b","sequence","position","valenced_nonopposite","valenced","nonopposite",1.13320975809133,1.03331543099505,1.24047418727353,80
"llama3_8b","sequence","position","valenced_nonopposite","valenced","nonopposite",0.850006095569654,0.763007293662465,0.939388225217682,79
"mistral_7b","sequence","position","valenced_nonopposite","valenced","nonopposite",1.59486125349437,1.36456228099677,1.83461960942068,80
"qwen25_14b","sequence","position","valenced_nonopposite","valenced","nonopposite",1.3708923236058,1.14586389801191,1.61606455053107,79
"qwen25_32b","sequence","position","valenced_nonopposite","valenced","nonopposite",1.11883132339795,0.936673006168102,1.31721273636167,79
"qwen25_3b","sequence","position","valenced_nonopposite","valenced","nonopposite",3.92855922070863,3.57350734945363,4.28579727559671,79
"qwen25_72b","sequence","position","valenced_nonopposite","valenced","nonopposite",1.77858947094977,1.62550151429138,1.94010200152315,79
"qwen25_7b","sequence","position","valenced_nonopposite","valenced","nonopposite",2.54559804638551,2.26702068158709,2.83992444058165,79
"gemma2_9b","first_token","semantic","valenced_nonopposite","valenced","nonopposite",2.83815542968031,2.476949569971,3.24899380436477,80
"llama3_8b","first_token","semantic","valenced_nonopposite","valenced","nonopposite",1.70573993883874,1.50671903534665,1.91296021391427,79
"mistral_7b","first_token","semantic","valenced_nonopposite","valenced","nonopposite",4.04574424539004,3.61997695095223,4.46887566215295,80
"qwen25_14b","first_token","semantic","valenced_nonopposite","valenced","nonopposite",10.1508282748032,9.37603698546787,10.904370594596,79
"qwen25_32b","first_token","semantic","valenced_nonopposite","valenced","nonopposite",9.85335833747035,9.28103674246929,10.4079580772297,79
"qwen25_3b","first_token","semantic","valenced_nonopposite","valenced","nonopposite",6.33420431557069,5.89301211092574,6.78053203730186,79
"qwen25_72b","first_token","semantic","valenced_nonopposite","valenced","nonopposite",5.54108192536063,5.07970017900875,5.97766285414541,79
"qwen25_7b","first_token","semantic","valenced_nonopposite","valenced","nonopposite",8.87942958341591,8.48648377641901,9.25535347112475,79
"gemma2_9b","sequence","semantic","valenced_nonopposite","valenced","nonopposite",2.84388606377622,2.47018463179103,3.24306795203809,80
"llama3_8b","sequence","semantic","valenced_nonopposite","valenced","nonopposite",1.70586274419413,1.50824681991716,1.90859835294987,79
"mistral_7b","sequence","semantic","valenced_nonopposite","valenced","nonopposite",4.06604438510281,3.63816237045537,4.49820673125518,80
"qwen25_14b","sequence","semantic","valenced_nonopposite","valenced","nonopposite",10.1528527026608,9.38124463478965,10.8817434766961,79
"qwen25_32b","sequence","semantic","valenced_nonopposite","valenced","nonopposite",9.85638434271118,9.27068868548519,10.4413406013423,79
"qwen25_3b","sequence","semantic","valenced_nonopposite","valenced","nonopposite",6.36337535182451,5.92371502363173,6.79685162478444,79
"qwen25_72b","sequence","semantic","valenced_nonopposite","valenced","nonopposite",5.54093052236156,5.08512072935074,5.97255999912984,79
"qwen25_7b","sequence","semantic","valenced_nonopposite","valenced","nonopposite",8.88185131549975,8.49411029955361,9.25841185059258,79
"gemma2_9b","first_token","position","valenced_opposite","valenced","opposite",0.991243782184172,0.903189060228223,1.0821996917591,80
"llama3_8b","first_token","position","valenced_opposite","valenced","opposite",0.916150917434364,0.822307857339445,1.00936679994647,80
"mistral_7b","first_token","position","valenced_opposite","valenced","opposite",1.07729862329413,0.889136343596114,1.28247471878803,80
"qwen25_14b","first_token","position","valenced_opposite","valenced","opposite",1.47267135877891,1.2639082537156,1.69303359947854,80
"qwen25_32b","first_token","position","valenced_opposite","valenced","opposite",1.14726894486308,0.958943855927275,1.34995005567657,80
"qwen25_3b","first_token","position","valenced_opposite","valenced","opposite",3.13306364975315,2.81405681887854,3.45012044683626,80
"qwen25_72b","first_token","position","valenced_opposite","valenced","opposite",1.48460850775888,1.31683653916229,1.65249333463133,80
"qwen25_7b","first_token","position","valenced_opposite","valenced","opposite",2.02943885306566,1.76568906235996,2.29899579162298,80
"gemma2_9b","sequence","position","valenced_opposite","valenced","opposite",0.991198112884431,0.902678690124439,1.08560155473447,80
"llama3_8b","sequence","position","valenced_opposite","valenced","opposite",0.928119201803391,0.833620803284429,1.02317075827054,80
"mistral_7b","sequence","position","valenced_opposite","valenced","opposite",1.07396163193982,0.883499814257015,1.28150799632252,80
"qwen25_14b","sequence","position","valenced_opposite","valenced","opposite",1.47196024032085,1.25567132833835,1.68889529219731,80
"qwen25_32b","sequence","position","valenced_opposite","valenced","opposite",1.13106680091819,0.938483321665744,1.34034967257003,80
"qwen25_3b","sequence","position","valenced_opposite","valenced","opposite",3.14651336147684,2.8210861715667,3.46057814677023,80
"qwen25_72b","sequence","position","valenced_opposite","valenced","opposite",1.48663624726433,1.32715087230563,1.6556610698729,80
"qwen25_7b","sequence","position","valenced_opposite","valenced","opposite",2.03157185614157,1.77137077142937,2.29914898927552,80
"gemma2_9b","first_token","semantic","valenced_opposite","valenced","opposite",2.99659497338527,2.65815630563865,3.36320413360829,80
"llama3_8b","first_token","semantic","valenced_opposite","valenced","opposite",1.96194848112812,1.76429433620444,2.16196254313377,80
"mistral_7b","first_token","semantic","valenced_opposite","valenced","opposite",3.5816294454643,3.22449117130968,3.93064657985113,80
"qwen25_14b","first_token","semantic","valenced_opposite","valenced","opposite",9.61962393693799,8.90192166423006,10.300446820215,80
"qwen25_32b","first_token","semantic","valenced_opposite","valenced","opposite",10.2392439456564,9.66716225711501,10.8112054766305,80
"qwen25_3b","first_token","semantic","valenced_opposite","valenced","opposite",5.86039337549809,5.42569319587179,6.29757699867746,80
"qwen25_72b","first_token","semantic","valenced_opposite","valenced","opposite",5.75687257787642,5.33061248475904,6.17855882265932,80
"qwen25_7b","first_token","semantic","valenced_opposite","valenced","opposite",8.44172042724203,8.02608361063929,8.8616652295244,80
"gemma2_9b","sequence","semantic","valenced_opposite","valenced","opposite",3.00140125716609,2.65174216410669,3.36417390210243,80
"llama3_8b","sequence","semantic","valenced_opposite","valenced","opposite",1.97362236896017,1.77496884152479,2.17845964563827,80
"mistral_7b","sequence","semantic","valenced_opposite","valenced","opposite",3.56679055539635,3.21688409393378,3.94909906168031,80
"qwen25_14b","sequence","semantic","valenced_opposite","valenced","opposite",9.62826559218733,8.91065721265269,10.3093398995906,80
"qwen25_32b","sequence","semantic","valenced_opposite","valenced","opposite",10.2612428937885,9.66619641985143,10.8232206221011,80
"qwen25_3b","sequence","semantic","valenced_opposite","valenced","opposite",5.88183287926521,5.44819645383498,6.32772672686413,80
"qwen25_72b","sequence","semantic","valenced_opposite","valenced","opposite",5.75459694653561,5.33318936570861,6.16503997053855,80
"qwen25_7b","sequence","semantic","valenced_opposite","valenced","opposite",8.44387646713022,8.018480821506,8.86989215814062,80
